,,,,계,,관광,,상용,,공용,,유학연수,,기타
년,월,대륙,국적,인원수,구성비(%),인원수,구성비(%),인원수,구성비(%),인원수,구성비(%),인원수,구성비(%),인원수,구성비(%)
"2002","06","유럽","오스트리아","357","0.09","302","0.11","5","0.03","0","0.00","0","0.00","50","0.05"
"2002","06","유럽","핀란드","330","0.08","277","0.10","11","0.07","0","0.00","2","0.29","40","0.04"
"2002","06","유럽","벨기에","484","0.12","384","0.14","21","0.13","0","0.00","0","0.00","79","0.08"
"2002","06","유럽","크로아티아","671","0.17","198","0.07","4","0.03","0","0.00","3","0.43","466","0.46"
"2002","06","유럽","그리스","774","0.19","373","0.13","18","0.11","0","0.00","1","0.14","382","0.38"
"2002","06","유럽","불가리아","646","0.16","96","0.03","0","0.00","1","0.04","4","0.57","545","0.54"
"2002","06","유럽","덴마크","1,211","0.30","1,072","0.38","23","0.14","0","0.00","2","0.29","114","0.11"
"2002","06","유럽","아일랜드","3,336","0.83","3,228","1.14","9","0.06","0","0.00","0","0.00","99","0.10"
"2002","06","유럽","유럽 기타","2,721","0.67","1,958","0.69","24","0.15","1","0.04","6","0.86","732","0.73"
"2002","06","유럽 소계","","52,434","13.00","35,202","12.40","1,330","8.37","69","2.67","64","9.20","15,769","15.69"
"2002","06","오세아니아","오스트레일리아","4,345","1.08","3,542","1.25","200","1.26","16","0.62","6","0.86","581","0.58"
"2002","06","오세아니아","뉴질랜드","1,139","0.28","932","0.33","22","0.14","0","0.00","1","0.14","184","0.18"
"2002","06","오세아니아","오세아니아 기타","371","0.09","64","0.02","1","0.01","0","0.00","0","0.00","306","0.30"
"2002","06","오세아니아 소계","","5,855","1.45","4,538","1.60","223","1.40","16","0.62","7","1.01","1,071","1.07"
"2002","06","아프리카","남아프리카공화국","902","0.22","739","0.26","7","0.04","0","0.00","0","0.00","156","0.16"
"2002","06","아프리카","아프리카 기타","1,462","0.36","794","0.28","425","2.68","35","1.36","0","0.00","208","0.21"
"2002","06","아프리카 소계","","2,364","0.59","1,533","0.54","432","2.72","35","1.36","0","0.00","364","0.36"
"2002","06","기타","국적미상","102","0.03","99","0.03","2","0.01","1","0.04","0","0.00","0","0.00"
"2002","06","기타 소계","","102","0.03","99","0.03","2","0.01","1","0.04","0","0.00","0","0.00"
"2002","06","교포","교포","24,324","6.03","0","0.00","0","0.00","0","0.00","0","0.00","24,324","24.21"
"2002","06","교포 소계","","24,324","6.03","0","0.00","0","0.00","0","0.00","0","0.00","24,324","24.21"
"2002","06 소계","","","403,466","100.00","283,815","100.00","15,884","100.00","2,580","100.00","696","100.00","100,491","100.00"
"2002","07","아시아","중국","38,927","8.48","15,126","4.55","5,255","35.97","114","3.65","351","40.81","18,081","16.75"
"2002","07","아시아","일본","212,753","46.34","207,038","62.26","3,018","20.66","55","1.76","243","28.26","2,399","2.22"
"2002","07","아시아","대만","11,242","2.45","10,594","3.19","28","0.19","20","0.64","9","1.05","591","0.55"
"2002","07","아시아","홍콩","15,852","3.45","14,950","4.50","34","0.23","0","0.00","2","0.23","866","0.80"
"2002","07","아시아","필리핀","17,959","3.91","2,724","0.82","251","1.72","55","1.76","6","0.70","14,923","13.82"
"2002","07","아시아","인도네시아","5,761","1.25","2,506","0.75","86","0.59","24","0.77","6","0.70","3,139","2.91"
"2002","07","아시아","태국","4,743","1.03","2,275","0.68","11","0.08","33","1.06","8","0.93","2,416","2.24"
"2002","07","아시아","베트남","1,853","0.40","741","0.22","155","1.06","13","0.42","12","1.40","932","0.86"
"2002","07","아시아","인도","4,163","0.91","1,143","0.34","1,106","7.57","18","0.58","10","1.16","1,886","1.75"
"2002","07","아시아","말레이시아","4,583","1.00","2,675","0.80","26","0.18","8","0.26","7","0.81","1,867","1.73"
"2002","07","아시아","싱가포르","4,387","0.96","2,769","0.83","16","0.11","1","0.03","0","0.00","1,601","1.48"
"2002","07","아시아","몽골","745","0.16","545","0.16","56","0.38","9","0.29","24","2.79","111","0.10"
"2002","07","아시아","우즈베키스탄","871","0.19","483","0.15","7","0.05","0","0.00","3","0.35","378","0.35"
"2002","07","아시아","미얀마","3,077","0.67","246","0.07","19","0.13","47","1.51","0","0.00","2,765","2.56"
"2002","07","아시아","GCC","212","0.05","161","0.05","26","0.18","14","0.45","0","0.00","11","0.01"
"2002","07","아시아","카자흐스탄","328","0.07","126","0.04","13","0.09","4","0.13","2","0.23","183","0.17"
"2002","07","아시아","터키","754","0.16","322","0.10","3","0.02","0","0.00","5","0.58","424","0.39"
"2002","07","아시아","캄보디아","96","0.02","36","0.01","31","0.21","25","0.80","0","0.00","4","0.00"
"2002","07","아시아","스리랑카","306","0.07","108","0.03","29","0.20","4","0.13","17","1.98","148","0.14"
"2002","07","아시아","방글라데시","507","0.11","293","0.09","39","0.27","0","0.00","1","0.12","174","0.16"
"2002","07","아시아","파키스탄","589","0.13","81","0.02","192","1.31","5","0.16","4","0.47","307","0.28"
"2002","07","아시아","이스라엘","528","0.12","426","0.13","9","0.06","1","0.03","0","0.00","92","0.09"
"2002","07","아시아","이란","609","0.13","105","0.03","187","1.28","4","0.13","4","0.47","309","0.29"
"2002","07","아시아","아시아 기타","915","0.20","335","0.10","218","1.49","33","1.06","13","1.51","316","0.29"
"2002","07","아시아 소계","","331,760","72.27","265,808","79.93","10,815","74.03","487","15.60","727","84.53","53,923","49.95"
"2002","07","아메리카","미국","44,948","9.79","34,819","10.47","1,790","12.25","2,487","79.66","61","7.09","5,791","5.36"
"2002","07","아메리카","캐나다","5,425","1.18","3,753","1.13","77","0.53","4","0.13","4","0.47","1,587","1.47"
"2002","07","아메리카","브라질","558","0.12","359","0.11","15","0.10","1","0.03","1","0.12","182","0.17"
"2002","07","아메리카","멕시코","728","0.16","622","0.19","5","0.03","1","0.03","1","0.12","99","0.09"
"2002","07","아메리카","아메리카 기타","824","0.18","575","0.17","14","0.10","11","0.35","4","0.47","220","0.20"
"2002","07","아메리카 소계","","52,483","11.43","40,128","12.07","1,901","13.01","2,504","80.20","71","8.26","7,879","7.30"
"2002","07","유럽","러시아","13,566","2.96","4,318","1.30","396","2.71","42","1.35","15","1.74","8,795","8.15"
"2002","07","유럽","영국","5,225","1.14","4,351","1.31","198","1.36","10","0.32","5","0.58","661","0.61"
"2002","07","유럽","독일","4,774","1.04","3,616","1.09","178","1.22","8","0.26","9","1.05","963","0.89"
"2002","07","유럽","프랑스","3,150","0.69","2,303","0.69","200","1.37","15","0.48","4","0.47","628","0.58"
"2002","07","유럽","이탈리아","1,322","0.29","1,164","0.35","23","0.16","6","0.19","0","0.00","129","0.12"
"2002","07","유럽","네덜란드","1,331","0.29","875","0.26","40","0.27","1","0.03","0","0.00","415","0.38"
"2002","07","유럽","우크라이나","1,458","0.32","234","0.07","13","0.09","0","0.00","2","0.23","1,209","1.12"
"2002","07","유럽","스페인","501","0.11","449","0.14","8","0.05","2","0.06","0","0.00","42","0.04"
"2002","07","유럽","루마니아","453","0.10","114","0.03","1","0.01","1","0.03","1","0.12","336","0.31"
"2002","07","유럽","노르웨이","396","0.09","276","0.08","34","0.23","1","0.03","0","0.00","85","0.08"
"2002","07","유럽","스웨덴","494","0.11","405","0.12","36","0.25","3","0.10","2","0.23","48","0.04"
"2002","07","유럽","폴란드","756","0.16","209","0.06","5","0.03","0","0.00","6","0.70","536","0.50"
"2002","07","유럽","스위스","612","0.13","535","0.16","13","0.09","0","0.00","1","0.12","63","0.06"
"2002","07","유럽","포르투갈","358","0.08","338","0.10","1","0.01","1","0.03","0","0.00","18","0.02"
"2002","07","유럽","오스트리아","396","0.09","336","0.10","2","0.01","1","0.03","1","0.12","56","0.05"
"2002","07","유럽","핀란드","239","0.05","180","0.05","9","0.06","0","0.00","2","0.23","48","0.04"
"2002","07","유럽","벨기에","533","0.12","434","0.13","23","0.16","3","0.10","0","0.00","73","0.07"
"2002","07","유럽","크로아티아","722","0.16","133","0.04","4","0.03","0","0.00","0","0.00","585","0.54"
"2002","07","유럽","그리스","783","0.17","243","0.07","12","0.08","0","0.00","0","0.00","528","0.49"
"2002","07","유럽","불가리아","820","0.18","98","0.03","1","0.01","1","0.03","1","0.12","719","0.67"
"2002","07","유럽","덴마크","536","0.12","434","0.13","29","0.20","0","0.00","0","0.00","73","0.07"
"2002","07","유럽","아일랜드","261","0.06","189","0.06","7","0.05","0","0.00","0","0.00","65","0.06"
"2002","07","유럽","유럽 기타","1,310","0.29","652","0.20","8","0.05","2","0.06","8","0.93","640","0.59"
"2002","07","유럽 소계","","39,996","8.71","21,886","6.58","1,241","8.50","97","3.11","57","6.63","16,715","15.48"
"2002","07","오세아니아","오스트레일리아","4,037","0.88","3,055","0.92","279","1.91","16","0.51","4","0.47","683","0.63"
"2002","07","오세아니아","뉴질랜드","1,131","0.25","866","0.26","15","0.10","0","0.00","0","0.00","250","0.23"
"2002","07","오세아니아","오세아니아 기타","329","0.07","88","0.03","2","0.01","1","0.03","1","0.12","237","0.22"
"2002","07","오세아니아 소계","","5,497","1.20","4,009","1.21","296","2.03","17","0.54","5","0.58","1,170","1.08"
"2002","07","아프리카","남아프리카공화국","328","0.07","167","0.05","13","0.09","0","0.00","0","0.00","148","0.14"
"2002","07","아프리카","아프리카 기타","1,088","0.24","489","0.15","340","2.33","17","0.54","0","0.00","242","0.22"
"2002","07","아프리카 소계","","1,416","0.31","656","0.20","353","2.42","17","0.54","0","0.00","390","0.36"
"2002","07","기타","국적미상","53","0.01","51","0.02","2","0.01","0","0.00","0","0.00","0","0.00"
"2002","07","기타 소계","","53","0.01","51","0.02","2","0.01","0","0.00","0","0.00","0","0.00"
"2002","07","교포","교포","27,868","6.07","0","0.00","0","0.00","0","0.00","0","0.00","27,868","25.82"
"2002","07","교포 소계","","27,868","6.07","0","0.00","0","0.00","0","0.00","0","0.00","27,868","25.82"
"2002","07 소계","","","459,073","100.00","332,538","100.00","14,608","100.00","3,122","100.00","860","100.00","107,945","100.00"
"2002","08","아시아","중국","50,036","10.49","21,875","6.43","6,179","38.99","71","2.14","1,135","38.87","20,776","18.13"
"2002","08","아시아","일본","221,491","46.43","214,200","62.92","2,997","18.91","106","3.19","798","27.33","3,390","2.96"
"2002","08","아시아","대만","12,855","2.69","12,124","3.56","35","0.22","14","0.42","81","2.77","601","0.52"
"2002","08","아시아","홍콩","19,370","4.06","18,439","5.42","47","0.30","0","0.00","4","0.14","880","0.77"
"2002","08","아시아","마카오","4","0.00","0","0.00","0","0.00","0","0.00","0","0.00","4","0.00"
"2002","08","아시아","필리핀","17,662","3.70","2,454","0.72","290","1.83","54","1.63","20","0.68","14,844","12.96"
"2002","08","아시아","인도네시아","4,863","1.02","2,046","0.60","106","0.67","44","1.32","22","0.75","2,645","2.31"
"2002","08","아시아","태국","4,811","1.01","2,261","0.66","16","0.10","41","1.23","13","0.45","2,480","2.16"
"2002","08","아시아","베트남","2,104","0.44","786","0.23","145","0.92","12","0.36","73","2.50","1,088","0.95"
"2002","08","아시아","인도","4,707","0.99","1,458","0.43","1,030","6.50","17","0.51","24","0.82","2,178","1.90"
"2002","08","아시아","말레이시아","4,775","1.00","3,048","0.90","38","0.24","2","0.06","21","0.72","1,666","1.45"
"2002","08","아시아","싱가포르","4,617","0.97","2,852","0.84","39","0.25","0","0.00","2","0.07","1,724","1.50"
"2002","08","아시아","몽골","835","0.18","567","0.17","77","0.49","10","0.30","59","2.02","122","0.11"
"2002","08","아시아","우즈베키스탄","1,019","0.21","625","0.18","2","0.01","6","0.18","38","1.30","348","0.30"
"2002","08","아시아","미얀마","3,063","0.64","315","0.09","16","0.10","14","0.42","9","0.31","2,709","2.36"
"2002","08","아시아","GCC","180","0.04","122","0.04","14","0.09","7","0.21","6","0.21","31","0.03"
"2002","08","아시아","카자흐스탄","316","0.07","199","0.06","26","0.16","7","0.21","10","0.34","74","0.06"
"2002","08","아시아","터키","652","0.14","309","0.09","5","0.03","0","0.00","6","0.21","332","0.29"
"2002","08","아시아","캄보디아","89","0.02","23","0.01","31","0.20","24","0.72","4","0.14","7","0.01"
"2002","08","아시아","스리랑카","435","0.09","90","0.03","42","0.27","3","0.09","9","0.31","291","0.25"
"2002","08","아시아","방글라데시","569","0.12","351","0.10","34","0.21","2","0.06","11","0.38","171","0.15"
"2002","08","아시아","파키스탄","747","0.16","109","0.03","216","1.36","5","0.15","12","0.41","405","0.35"
"2002","08","아시아","이스라엘","526","0.11","420","0.12","9","0.06","0","0.00","1","0.03","96","0.08"
"2002","08","아시아","이란","687","0.14","89","0.03","214","1.35","8","0.24","2","0.07","374","0.33"
"2002","08","아시아","아시아 기타","956","0.20","415","0.12","189","1.19","19","0.57","30","1.03","303","0.26"
"2002","08","아시아 소계","","357,369","74.91","285,177","83.77","11,797","74.45","466","14.02","2,390","81.85","57,539","50.22"
"2002","08","아메리카","미국","37,836","7.93","25,874","7.60","1,892","11.94","2,659","80.02","225","7.71","7,186","6.27"
"2002","08","아메리카","캐나다","5,978","1.25","3,407","1.00","85","0.54","1","0.03","20","0.68","2,465","2.15"
"2002","08","아메리카","브라질","407","0.09","225","0.07","12","0.08","2","0.06","3","0.10","165","0.14"
"2002","08","아메리카","멕시코","461","0.10","370","0.11","6","0.04","0","0.00","5","0.17","80","0.07"
"2002","08","아메리카","아메리카 기타","748","0.16","546","0.16","24","0.15","11","0.33","9","0.31","158","0.14"
"2002","08","아메리카 소계","","45,430","9.52","30,422","8.94","2,019","12.74","2,673","80.44","262","8.97","10,054","8.78"
"2002","08","유럽","러시아","13,201","2.77","4,085","1.20","378","2.39","40","1.20","79","2.71","8,619","7.52"
"2002","08","유럽","영국","5,424","1.14","4,201","1.23","212","1.34","3","0.09","9","0.31","999","0.87"
"2002","08","유럽","독일","4,699","0.98","3,208","0.94","220","1.39","29","0.87","48","1.64","1,194","1.04"
"2002","08","유럽","프랑스","3,124","0.65","1,898","0.56","265","1.67","32","0.96","18","0.62","911","0.80"
"2002","08","유럽","이탈리아","893","0.19","724","0.21","22","0.14","15","0.45","2","0.07","130","0.11"
"2002","08","유럽","네덜란드","1,284","0.27","781","0.23","51","0.32","1","0.03","1","0.03","450","0.39"
"2002","08","유럽","우크라이나","1,509","0.32","249","0.07","11","0.07","3","0.09","10","0.34","1,236","1.08"
"2002","08","유럽","스페인","384","0.08","288","0.08","17","0.11","11","0.33","2","0.07","66","0.06"
"2002","08","유럽","루마니아","622","0.13","94","0.03","6","0.04","1","0.03","4","0.14","517","0.45"
"2002","08","유럽","노르웨이","532","0.11","304","0.09","48","0.30","1","0.03","4","0.14","175","0.15"
"2002","08","유럽","스웨덴","587","0.12","439","0.13","43","0.27","1","0.03","7","0.24","97","0.08"
"2002","08","유럽","폴란드","753","0.16","240","0.07","6","0.04","0","0.00","6","0.21","501","0.44"
"2002","08","유럽","스위스","506","0.11","451","0.13","17","0.11","0","0.00","3","0.10","35","0.03"
"2002","08","유럽","포르투갈","1,085","0.23","1,049","0.31","2","0.01","0","0.00","1","0.03","33","0.03"
"2002","08","유럽","오스트리아","287","0.06","233","0.07","4","0.03","0","0.00","6","0.21","44","0.04"
"2002","08","유럽","핀란드","305","0.06","233","0.07","16","0.10","0","0.00","9","0.31","47","0.04"
"2002","08","유럽","벨기에","394","0.08","290","0.09","19","0.12","0","0.00","2","0.07","83","0.07"
"2002","08","유럽","크로아티아","545","0.11","95","0.03","6","0.04","0","0.00","0","0.00","444","0.39"
"2002","08","유럽","그리스","836","0.18","298","0.09","34","0.21","4","0.12","1","0.03","499","0.44"
"2002","08","유럽","불가리아","744","0.16","92","0.03","1","0.01","0","0.00","8","0.27","643","0.56"
"2002","08","유럽","덴마크","544","0.11","388","0.11","31","0.20","0","0.00","2","0.07","123","0.11"
"2002","08","유럽","아일랜드","364","0.08","207","0.06","5","0.03","1","0.03","1","0.03","150","0.13"
"2002","08","유럽","유럽 기타","1,212","0.25","693","0.20","10","0.06","0","0.00","11","0.38","498","0.43"
